Time,Smile,AU04,AU02,AU15,Trackerfail,AU18,AU09,negAU12,AU10,Occlusion,Expressive,Social,Unilateral_LAU12,Unilateral_RAU12,AU14,Unilateral_LAU14,Unilateral_RAU14,AU05,Au17,Au26,Forward,Backward
31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.1,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.3,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.4,0.0,0.0,33.333,0.0,14.286,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
36.2,0.0,0.0,33.333,0.0,14.286,0.0,0.0,0.0,0.0,0.0,25.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
36.9,0.0,0.0,33.333,0.0,14.286,0.0,0.0,0.0,0.0,0.0,25.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667
37.0,0.0,0.0,66.667,0.0,14.286,0.0,0.0,0.0,0.0,0.0,25.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667
37.2,0.0,0.0,66.667,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667
37.6,0.0,0.0,33.333,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667
37.9,0.0,0.0,33.333,0.0,28.571,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
38.6,0.0,0.0,33.333,0.0,28.571,0.0,0.0,0.0,0.0,0.0,25.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
38.8,0.0,0.0,33.333,0.0,28.571,0.0,0.0,0.0,0.0,0.0,25.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.2,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,25.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.5,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,25.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0
40.4,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0
40.5,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.8,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.9,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.0,0.0,0.0,50.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.2,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.0,0.0,0.0,50.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
41.8,0.0,0.0,0.0,0.0,42.857,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
41.9,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
42.2,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.1,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
43.4,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
44.1,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.4,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.5,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.2,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0
46.6,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0
47.1,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0
47.3,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.1,0.0,0.0,0.0,0.0,28.571,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.4,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.9,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333
55.9,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
