Time,Smile,AU04,AU02,AU15,Trackerfail,AU18,AU09,negAU12,AU10,Expressive,Unilateral_LAU12,Unilateral_RAU12,AU14,Unilateral_LAU14,Unilateral_RAU14,AU05,AU17,AU26,Forward,Backward,video_Gender,video_Glasses,video_HairBangs
16.0,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,66.667,0.0,0.0,20.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
16.1,40.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,66.667,0.0,0.0,20.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
16.4,60.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,66.667,0.0,0.0,40.0,0.0,0.0,0.0,0.0,11.111,0.0,20.0,100.0,0.0,14.3
16.5,100.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,11.111,0.0,20.0,100.0,0.0,14.3
16.6,80.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,11.111,0.0,20.0,100.0,0.0,14.3
16.7,60.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,11.111,0.0,20.0,100.0,0.0,14.3
17.5,60.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
18.2,60.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
18.3,40.0,0.0,0.0,0.0,33.333,14.286,0.0,0.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
18.4,20.0,0.0,0.0,0.0,33.333,28.571,0.0,0.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
18.5,20.0,0.0,0.0,0.0,33.333,28.571,0.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
18.7,20.0,0.0,0.0,0.0,16.667,28.571,0.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
18.8,20.0,0.0,0.0,0.0,16.667,28.571,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
18.9,20.0,0.0,0.0,0.0,16.667,28.571,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
19.4,20.0,0.0,0.0,0.0,16.667,14.286,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
19.7,20.0,0.0,33.333,0.0,16.667,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
19.8,20.0,0.0,33.333,0.0,16.667,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
19.9,20.0,0.0,33.333,0.0,16.667,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
20.0,20.0,0.0,33.333,0.0,16.667,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
20.1,20.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
20.4,20.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
20.5,20.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
20.8,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
21.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
21.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
21.4,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
21.5,0.0,0.0,66.667,0.0,16.667,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
21.6,0.0,0.0,66.667,0.0,16.667,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
21.8,0.0,0.0,66.667,0.0,16.667,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
21.9,0.0,0.0,33.333,0.0,16.667,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
22.1,0.0,0.0,33.333,0.0,16.667,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
22.3,0.0,0.0,33.333,0.0,16.667,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,40.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
22.4,0.0,0.0,33.333,0.0,16.667,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
22.5,0.0,0.0,33.333,0.0,16.667,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
23.0,0.0,0.0,33.333,0.0,33.333,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
23.3,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
24.2,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
24.6,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
25.1,40.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
25.4,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
26.2,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
26.5,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
34.6,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,66.667,0.0,0.0,20.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
34.8,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,66.667,0.0,0.0,20.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
34.9,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,66.667,25.0,0.0,20.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
35.0,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,25.0,0.0,20.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
35.6,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,25.0,0.0,20.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
36.7,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
37.3,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,66.667,25.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
39.9,0.0,0.0,33.333,0.0,33.333,0.0,0.0,0.0,0.0,66.667,25.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
40.1,0.0,0.0,33.333,0.0,33.333,0.0,0.0,0.0,0.0,66.667,25.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
40.6,0.0,0.0,33.333,0.0,33.333,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
40.7,0.0,0.0,66.667,0.0,33.333,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
40.9,0.0,0.0,100.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
41.0,0.0,0.0,100.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
41.6,0.0,0.0,100.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
42.0,0.0,0.0,100.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.333,20.0,0.0,11.111,20.0,0.0,100.0,0.0,14.3
42.1,0.0,0.0,100.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,33.333,11.111,0.0,0.0,100.0,0.0,14.3
42.3,0.0,0.0,100.0,0.0,33.333,14.286,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,33.333,11.111,0.0,0.0,100.0,0.0,14.3
42.4,0.0,0.0,100.0,0.0,33.333,14.286,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
42.8,0.0,0.0,66.667,0.0,33.333,14.286,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
43.0,0.0,0.0,66.667,0.0,33.333,14.286,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.333,20.0,0.0,11.111,0.0,0.0,100.0,0.0,14.3
43.1,0.0,0.0,66.667,0.0,33.333,14.286,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.333,20.0,33.333,11.111,0.0,0.0,100.0,0.0,14.3
43.3,0.0,0.0,66.667,0.0,33.333,14.286,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.333,20.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
44.1,0.0,0.0,66.667,0.0,33.333,14.286,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
44.8,0.0,0.0,66.667,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
47.8,0.0,0.0,66.667,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
47.9,0.0,0.0,33.333,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
48.2,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
48.3,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
48.8,40.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
48.9,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
49.0,40.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
49.9,40.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,33.333,0.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
51.0,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,100.0,0.0,14.3
51.4,20.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14.3
51.6,20.0,0.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14.3
51.8,20.0,0.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14.3
51.9,20.0,0.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14.3
