Time,Smile,AU04,AU02,AU15,Trackerfail,AU18,AU09,negAU12,AU10,Occlusion,Expressive,Social,Unilateral_LAU12,Unilateral_RAU12,AU14,Unilateral_LAU14,Unilateral_RAU14,AU05,Au17,Au26,57,58,Forward,Backward
9.0,16.667,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,0.0
9.3,16.667,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,66.667,0.0,0.0
9.4,16.667,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,66.667,0.0,0.0
13.3,33.333,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,66.667,0.0,0.0
13.6,50.0,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,66.667,0.0,0.0
13.9,50.0,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,66.667,0.0,0.0
14.0,66.667,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,66.667,0.0,0.0
14.6,83.333,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,66.667,0.0,0.0
14.7,100.0,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,66.667,0.0,0.0
15.0,100.0,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,66.667,0.0,0.0
15.6,100.0,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,0.0
16.4,100.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,0.0
16.6,100.0,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,0.0
17.6,100.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,0.0
18.1,100.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,0.0
18.5,100.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
19.0,100.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,0.0
19.5,100.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,33.333
19.7,100.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,0.0
20.8,100.0,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,0.0
21.0,100.0,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,0.0
23.3,83.333,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,0.0
23.5,83.333,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,0.0
23.6,83.333,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,8.333,0.0,0.0,0.0,66.667,33.333,33.333,0.0
23.8,83.333,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,8.333,0.0,0.0,0.0,66.667,33.333,33.333,0.0
25.2,83.333,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,8.333,0.0,0.0,0.0,66.667,33.333,33.333,0.0
25.4,83.333,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,0.0
26.3,100.0,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,0.0
27.8,83.333,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,0.0
28.6,83.333,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,0.0
30.0,83.333,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,0.0
30.7,83.333,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,33.333
31.6,83.333,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,0.0
31.8,83.333,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,0.0
32.3,83.333,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
32.4,83.333,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
32.9,83.333,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
33.0,66.667,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
33.9,50.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
34.1,50.0,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
35.6,33.333,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
46.5,50.0,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
47.1,50.0,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
47.2,50.0,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
49.0,66.667,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
49.6,83.333,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
51.6,66.667,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
51.8,66.667,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,0.0
52.6,66.667,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,33.333
53.1,66.667,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,66.667
53.2,66.667,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,33.333
53.4,83.333,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,0.0,33.333
54.2,83.333,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,66.667,33.333,33.333
54.5,83.333,0.0,0.0,0.0,22.222,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,33.333
55.0,83.333,0.0,0.0,0.0,33.333,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,33.333
55.2,83.333,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,33.333
55.3,66.667,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,33.333
56.0,66.667,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,33.333,33.333
56.1,66.667,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,33.333,0.0,33.333
56.4,66.667,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,33.333
56.6,66.667,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,66.667
57.3,83.333,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,66.667
58.6,66.667,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,66.667
59.2,66.667,0.0,0.0,0.0,44.444,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,33.333
60.8,66.667,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,33.333
60.9,50.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,33.333,0.0,33.333
61.2,50.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,80.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,33.333
61.3,50.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,0.0,0.0,60.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,33.333
