TIME,CLOSE,HIGH,LOW,OPEN,VOLUME
63,116.44,116.47,116.44,116.46,9609
64,116.42,116.45,116.42,116.44,9901
65,116.39,116.4299,116.39,116.4101,6048
66,116.39,116.4,116.35,116.4,33254
67,116.4,116.4,116.3802,116.39,7918
68,116.37,116.41,116.37,116.41,8858
69,116.4099,116.41,116.38,116.38,3726
70,116.375,116.405,116.34,116.4,8471
71,116.36,116.39,116.36,116.38,5402
72,116.36,116.37,116.33,116.36,7676
73,116.34,116.35,116.335,116.35,10986
74,116.38,116.38,116.34,116.34,9612
75,116.37,116.385,116.365,116.38,7979
76,116.4,116.4,116.35,116.36,7766
77,116.43,116.44,116.4,116.41,11531
78,116.44,116.46,116.43,116.435,7754
79,116.46,116.46,116.42,116.44,21366
80,116.5,116.5,116.45,116.47,7512
81,116.54,116.54,116.5,116.5,16175
82,116.56,116.57,116.535,116.535,9062
83,116.55,116.5825,116.54,116.5615,12111
84,116.55,116.56,116.55,116.56,4073
85,116.57,116.58,116.54,116.5501,12968
86,116.56,116.61,116.56,116.56,16944
87,116.55,116.582,116.55,116.57,9039
88,116.53,116.57,116.53,116.56,11574
89,116.52,116.56,116.52,116.54,10321
90,116.5451,116.5451,116.52,116.52,9240
91,116.565,116.565,116.54,116.55,9112
92,116.6,116.6,116.55,116.56,16528
93,116.6,116.62,116.585,116.6056,21487
94,116.595,116.61,116.57,116.6,8185
95,116.6,116.61,116.58,116.6,17669
96,116.58,116.595,116.57,116.59,20232
97,116.56,116.5901,116.56,116.58,20887
98,116.57,116.59,116.56,116.57,14399
99,116.55,116.6,116.54,116.56,25769
100,116.55,116.56,116.54,116.55,10355
101,116.585,116.585,116.54,116.55,17047
102,116.56,116.59,116.555,116.5875,31352
103,116.55,116.56,116.54,116.56,11532
104,116.53,116.55,116.52,116.54,23516
105,116.535,116.54,116.52,116.52,9140
106,116.5201,116.54,116.515,116.535,28649
107,116.49,116.53,116.4895,116.52,25550
108,116.46,116.5,116.46,116.5,30976
109,116.445,116.47,116.44,116.46,31954
110,116.43,116.45,116.405,116.45,28506
111,116.49,116.49,116.42,116.43,16267
112,116.495,116.5001,116.48,116.5,20237
113,116.48,116.5,116.47,116.495,18623
114,116.48,116.494,116.47,116.475,14468
115,116.41,116.488,116.4,116.481,27594
116,116.405,116.44,116.39,116.44,33061
117,116.34,116.405,116.34,116.405,32000
118,116.34,116.35,116.34,116.35,15490
119,116.35,116.35,116.34,116.3401,21459
120,116.32,116.35,116.32,116.35,27573
121,116.345,116.35,116.32,116.32,33063
122,116.33,116.345,116.33,116.34,29502
123,116.28,116.335,116.27,116.33,42882
124,116.23,116.29,116.21,116.285,36929
125,116.195,116.26,116.18,116.22,65788
126,116.235,116.24,116.17,116.1985,54748
127,116.19,116.24,116.18,116.23,54909
128,116.16,116.2,116.16,116.2,51501
129,116.27,116.29,116.16,116.1699,139840
130,116.46,116.56,116.27,116.275,390164
a1456151400,117.45,117.48,117.33,117.33,3155
1,117.3297,117.71,117,117.33,149383
2,117.44,117.63,117.165,117.32,20669
3,117.12,117.42,117.07,117.42,18724
4,116.87,117.18,116.87,117.18,25578
5,117.15,117.4,116.88,116.92,47377
6,117.37,117.46,117,117.12,27827
7,117.7,117.75,117.37,117.395,55120
8,117.3,117.72,117.26,117.68,43619
9,117.29,117.32,117.26,117.27,21184
10,117.47,117.58,117.29,117.29,12642
11,117.58,117.67,117.42,117.42,16802
12,117.71,117.75,117.55,117.63,10842
13,117.684,117.77,117.66,117.745,14417
14,117.786,117.8,117.62,117.7,21004
15,117.77,117.95,117.75,117.75,35434
16,117.77,117.81,117.69,117.81,17769
17,117.92,117.92,117.73,117.73,7454
18,118.02,118.09,117.9,117.94,28151
19,118.03,118.16,117.98,118.0263,15534
20,117.9,118.07,117.79,118.03,23292
21,117.89,117.99,117.82,117.91,47775
22,117.8198,117.99,117.78,117.95,61131
23,117.79,117.87,117.76,117.812,63008
24,117.76,117.82,117.65,117.79,42357
25,117.74,117.81,117.74,117.79,13744
26,117.76,117.7604,117.67,117.73,12786
27,117.76,117.81,117.73,117.76,28640
28,117.76,117.79,117.71,117.78,17253
29,117.7704,117.79,117.73,117.73,11760
30,118.01,118.0198,117.76,117.76,21831
31,117.93,118.01,117.82,118,24340
32,118.06,118.07,117.83,117.92,29664
33,117.93,118.06,117.93,118.015,9222
34,117.85,117.94,117.85,117.93,22631
35,117.77,117.88,117.77,117.82,19037
36,117.85,117.85,117.75,117.77,12227
37,117.95,117.95,117.83,117.84,17306
38,117.88,118,117.85,117.91,15282
39,117.89,117.92,117.84,117.9,14607
40,117.84,117.89,117.83,117.885,13451
41,117.8,117.87,117.77,117.83,21550
42,117.88,117.88,117.77,117.79,11652
43,117.92,117.94,117.87,117.87,13367
44,117.87,117.93,117.83,117.92,17482
45,117.85,117.93,117.84,117.89,14128
46,117.95,117.95,117.86,117.86,11568
47,117.94,117.95,117.87,117.92,15009
48,117.9,117.98,117.9,117.93,12463
49,117.89,117.95,117.87,117.87,12194
50,117.91,117.93,117.88,117.89,14290
51,117.87,117.93,117.85,117.91,17638
52,117.82,117.9,117.82,117.87,9535
53,117.73,117.84,117.73,117.84,12667
54,117.77,117.85,117.72,117.73,12852
55,117.79,117.85,117.79,117.79,12379
56,117.84,117.84,117.77,117.78,22557
57,117.785,117.83,117.75,117.83,15744
58,117.8,117.81,117.77,117.79,9123
59,117.79,117.83,117.78,117.82,11262
60,117.75,117.84,117.72,117.8,13453
61,117.72,117.77,117.72,117.76,15255
62,117.73,117.75,117.71,117.72,5941
63,117.69,117.75,117.68,117.73,19248
64,117.7,117.71,117.69,117.69,2518
65,117.635,117.74,117.635,117.72,16295
66,117.6,117.67,117.59,117.64,7927
67,117.65,117.65,117.58,117.61,10447
68,117.63,117.67,117.62,117.65,7783
69,117.58,117.64,117.58,117.62,7381
70,117.61,117.63,117.58,117.58,6223
71,117.61,117.63,117.57,117.6049,11041
72,117.6,117.62,117.58,117.61,9306
73,117.51,117.61,117.51,117.59,16020
74,117.51,117.52,117.5,117.52,10722
75,117.47,117.55,117.47,117.53,14036
76,117.42,117.49,117.42,117.49,9297
77,117.42,117.43,117.42,117.42,1500
78,117.4,117.44,117.4,117.42,12805
79,117.34,117.41,117.325,117.401,13589
80,117.4,117.4,117.34,117.34,20850
81,117.38,117.4298,117.38,117.4,11436
82,117.37,117.39,117.34,117.38,12441
83,117.37,117.39,117.35,117.38,12505
84,117.229,117.3699,117.229,117.3699,14442
85,117.25,117.31,117.22,117.22,17446
86,117.258,117.26,117.22,117.24,6806
87,117.27,117.3,117.245,117.25,9904
88,117.285,117.285,117.24,117.27,17287
89,117.2991,117.32,117.29,117.29,11342
90,117.25,117.2904,117.21,117.29,15459
91,117.2299,117.27,117.2299,117.24,8148
92,117.24,117.26,117.22,117.22,10666
93,117.22,117.28,117.2,117.23,16109
94,117.27,117.27,117.175,117.22,21931
95,117.29,117.31,117.26,117.26,21632
96,117.23,117.3,117.21,117.29,25166
97,117.3,117.33,117.22,117.22,10732
98,117.34,117.34,117.3,117.3,30416
99,117.34,117.36,117.32,117.35,11429
100,117.42,117.44,117.34,117.35,28184
101,117.5,117.5,117.39,117.41,17452
102,117.5,117.5,117.48,117.5,7589
103,117.51,117.51,117.49,117.5,7708
104,117.6,117.62,117.52,117.52,7680
105,117.64,117.64,117.59,117.61,5958
106,117.64,117.66,117.63,117.64,6536
107,117.65,117.68,117.65,117.65,10282
108,117.72,117.74,117.6537,117.66,11781
109,117.65,117.73,117.64,117.72,12516
110,117.62,117.7,117.61,117.652,13748
111,117.64,117.64,117.56,117.61,14021
112,117.676,117.71,117.605,117.65,11313
113,117.68,117.74,117.67,117.67,7424
114,117.62,117.69,117.61,117.68,9823
115,117.59,117.63,117.59,117.62,8571
116,117.56,117.6,117.54,117.59,13659
117,117.53,117.58,117.51,117.56,8926
118,117.55,117.58,117.52,117.52,4120
119,117.6174,117.63,117.54,117.56,15844
120,117.66,117.7,117.61,117.61,4685
121,117.65,117.71,117.65,117.67,6547
122,117.675,117.69,117.65,117.66,8261
123,117.6,117.68,117.6,117.67,8491
124,117.61,117.62,117.58,117.59,6760
125,117.63,117.63,117.58,117.62,5848
126,117.64,117.65,117.62,117.62,6590
127,117.615,117.65,117.59,117.64,10455
128,117.54,117.64,117.54,117.6,6362
129,117.5495,117.57,117.5,117.55,9203
130,117.525,117.55,117.49,117.54,31248
131,117.59,117.6,117.512,117.525,7831
132,117.6,117.61,117.5701,117.59,9341
133,117.5572,117.61,117.55,117.6,5350
134,117.59,117.59,117.55,117.56,5025
135,117.57,117.62,117.57,117.6,7609
136,117.6286,117.65,117.58,117.58,6208
137,117.68,117.69,117.61,117.61,7850
138,117.65,117.68,117.65,117.67,10764
139,117.65,117.67,117.64,117.655,5200
140,117.65,117.67,117.65,117.66,7863
141,117.63,117.66,117.58,117.65,12500
142,117.65,117.665,117.57,117.62,29685
143,117.67,117.67,117.63,117.65,6000
144,117.685,117.69,117.65,117.66,13659
145,117.65,117.7,117.65,117.69,14932
146,117.67,117.68,117.65,117.66,7819
147,117.72,117.73,117.66,117.68,16269
148,117.7525,117.76,117.72,117.72,5498
149,117.715,117.78,117.7,117.75,22602
150,117.8425,117.8425,117.7101,117.7115,18120
151,117.82,117.855,117.81,117.85,11055
152,117.685,117.83,117.66,117.825,19152
153,117.68,117.72,117.6491,117.7,10346
154,117.74,117.76,117.66,117.67,6866
155,117.855,117.87,117.745,117.75,15237
156,117.87,117.89,117.81,117.85,9858
157,117.85,117.92,117.85,117.88,22223
158,117.89,117.898,117.85,117.85,5008
159,117.81,117.96,117.81,117.9,22181
160,117.802,117.825,117.78,117.79,3823
161,117.81,117.83,117.8,117.82,8700
162,117.805,117.81,117.79,117.81,2416
163,117.8,117.81,117.79,117.805,6723
164,117.7981,117.8,117.78,117.8,5068
165,117.83,117.83,117.79,117.8,9314
166,117.83,117.83,117.8,117.827,6690
167,117.81,117.82,117.8,117.82,5717
168,117.8399,117.8399,117.8,117.81,4535
169,117.86,117.86,117.83,117.84,10667
170,117.8891,117.9,117.84,117.85,7300
171,117.91,117.92,117.865,117.88,36845
172,117.94,117.94,117.9,117.92,14640
173,117.975,118,117.95,117.95,16885
174,117.9899,117.99,117.95,117.9708,10359
175,117.97,117.98,117.965,117.97,4100
176,117.99,117.99,117.96,117.97,2088
177,117.96,117.99,117.96,117.98,6785
178,117.88,117.97,117.88,117.96,12874
179,117.87,117.89,117.84,117.885,9041
180,117.88,117.885,117.87,117.88,6093
181,117.85,117.89,117.85,117.885,10601
182,117.845,117.87,117.82,117.85,10424
183,117.84,117.87,117.82,117.85,9055
184,117.84,117.86,117.84,117.85,2283
185,117.8218,117.86,117.82,117.85,11321
186,117.84,117.87,117.81,117.83,7080
187,117.94,117.94,117.83,117.83,7289
188,117.99,117.99,117.94,117.95,6479
189,117.97,117.99,117.95,117.99,10134
190,118,118,117.975,117.975,3870
191,118.05,118.05,117.99,118,12085
192,118.04,118.06,118.02,118.05,3629
193,118.03,118.07,118.03,118.0478,7816
194,118.08,118.08,118.03,118.05,5233
195,118.041,118.09,118.04,118.08,5633
196,118.02,118.05,118,118.045,8725
197,117.99,118.04,117.98,118.03,13196
198,117.9251,117.99,117.92,117.98,6104
199,117.87,117.96,117.83,117.93,9366
200,117.8602,117.89,117.85,117.85,3609
201,117.89,117.89,117.87,117.879,3200
202,117.89,117.9,117.88,117.885,7154
203,117.88,117.89,117.85,117.89,7023
204,117.86,117.87,117.86,117.87,2789
205,117.88,117.9,117.85,117.87,7223
206,117.87,117.91,117.87,117.89,5617
207,117.9,117.9,117.87,117.88,6000
208,117.85,117.9,117.85,117.89,5751
209,117.83,117.85,117.82,117.84,6027
210,117.89,117.89,117.8,117.827,8556
211,117.88,117.88,117.85,117.87,4200
212,117.8601,117.9,117.8601,117.87,8785
213,117.84,117.87,117.83,117.87,6552
214,117.83,117.87,117.83,117.85,9225
215,117.81,117.84,117.81,117.83,8339
216,117.77,117.8,117.7569,117.8,5603
217,117.78,117.7863,117.76,117.77,5293
218,117.79,117.79,117.78,117.79,1300
219,117.68,117.8,117.68,117.79,13383
220,117.58,117.68,117.58,117.67,10501
221,117.6,117.62,117.5842,117.5842,9374
222,117.64,117.64,117.605,117.605,5339
223,117.64,117.65,117.64,117.65,4547
224,117.59,117.6395,117.58,117.63,10292
225,117.61,117.62,117.59,117.6,6400
226,117.64,117.65,117.61,117.62,6314
227,117.6,117.67,117.59,117.6444,18486
228,117.59,117.61,117.57,117.6,7889
229,117.62,117.62,117.58,117.59,2708
230,117.6,117.63,117.58,117.6,10624
231,117.62,117.62,117.59,117.6,4500
232,117.56,117.64,117.54,117.63,8033
233,117.555,117.58,117.55,117.57,2250
234,117.58,117.59,117.56,117.57,3206
235,117.6,117.61,117.58,117.58,6314
236,117.6,117.64,117.6,117.61,4233
237,117.6,117.62,117.58,117.6,4172
238,117.6,117.6,117.57,117.59,4022
239,117.58,117.6,117.58,117.6,7079
240,117.58,117.6,117.56,117.59,5746
241,117.61,117.62,117.57,117.57,3302
242,117.64,117.66,117.61,117.62,9818
243,117.62,117.67,117.62,117.64,8136
244,117.63,117.63,117.6,117.62,4284
245,117.62,117.66,117.62,117.64,5105
246,117.63,117.645,117.615,117.62,3724
247,117.7,117.71,117.64,117.64,8294
248,117.73,117.78,117.72,117.73,9005
249,117.772,117.79,117.73,117.73,6171
250,117.765,117.78,117.75,117.76,5195
251,117.755,117.76,117.74,117.76,4335
252,117.74,117.76,117.725,117.75,30309
253,117.78,117.79,117.74,117.74,9600
254,117.78,117.7999,117.76,117.7999,3970
255,117.7819,117.8,117.78,117.79,4797
256,117.8,117.8,117.78,117.8,5476
257,117.76,117.8,117.76,117.79,5761
258,117.81,117.84,117.764,117.77,18257
259,117.73,117.81,117.7201,117.792,16710
260,117.75,117.75,117.73,117.73,4210
261,117.78,117.79,117.73,117.74,15889
262,117.725,117.78,117.725,117.78,5363
263,117.74,117.755,117.72,117.73,6779
264,117.7299,117.73,117.715,117.73,3391
265,117.7,117.73,117.695,117.73,8774
266,117.74,117.74,117.7,117.71,5317
267,117.7219,117.735,117.7,117.735,5988
268,117.73,117.74,117.72,117.72,4479
269,117.73,117.75,117.71,117.73,9526
270,117.73,117.76,117.72,117.725,7443
271,117.76,117.7651,117.7367,117.7367,6040
272,117.8,117.805,117.76,117.76,9324
273,117.78,117.81,117.77,117.81,6675
274,117.78,117.785,117.77,117.78,7471
275,117.75,117.78,117.74,117.775,8992
276,117.72,117.75,117.71,117.745,8070
277,117.695,117.75,117.695,117.73,15650
278,117.65,117.7,117.65,117.69,9592
279,117.625,117.66,117.625,117.65,7947
280,117.65,117.65,117.62,117.62,7749
281,117.62,117.64,117.6,117.64,3212
282,117.62,117.62,117.6,117.61,5898
283,117.628,117.63,117.6,117.63,6305
284,117.62,117.63,117.61,117.62,3405
285,117.64,117.64,117.62,117.63,6320
286,117.615,117.65,117.605,117.6444,6737
287,117.5899,117.63,117.5899,117.63,7545
288,117.56,117.61,117.55,117.59,8994
289,117.56,117.58,117.55,117.57,12294
290,117.55,117.57,117.53,117.56,13753
291,117.59,117.6,117.55,117.55,6778
292,117.575,117.6,117.5628,117.6,5859
293,117.515,117.57,117.515,117.57,5356
294,117.52,117.52,117.51,117.51,3953
295,117.5134,117.52,117.5,117.52,8628
296,117.54,117.54,117.52,117.52,6351
297,117.47,117.54,117.47,117.54,26539
298,117.48,117.49,117.45,117.47,3864
299,117.4699,117.5,117.45,117.482,37547
300,117.48,117.49,117.4401,117.47,12363
301,117.49,117.49,117.46,117.471,4725
302,117.489,117.5,117.47,117.49,5753
303,117.43,117.49,117.43,117.49,6214
304,117.43,117.46,117.42,117.43,7927
305,117.46,117.46,117.43,117.435,7977
306,117.47,117.49,117.455,117.46,8063
307,117.48,117.5,117.47,117.49,25726
308,117.5,117.5,117.47,117.49,30770
309,117.48,117.5,117.48,117.4945,11378
310,117.475,117.5,117.465,117.48,7167
311,117.48,117.48,117.46,117.47,5202
312,117.49,117.51,117.47,117.47,14773
313,117.45,117.48,117.42,117.48,10573
314,117.43,117.46,117.42,117.45,8150
315,117.44,117.45,117.43,117.435,8803
316,117.41,117.46,117.41,117.44,15846
317,117.42,117.43,117.41,117.42,9198
318,117.42,117.42,117.4,117.42,8168
319,117.375,117.41,117.375,117.41,7483
320,117.39,117.4,117.37,117.37,7368
321,117.39,117.39,117.37,117.39,6102
322,117.41,117.41,117.38,117.38,7946
323,117.46,117.46,117.4,117.41,9689
324,117.45,117.48,117.45,117.46,11942
325,117.48,117.5,117.45,117.45,6544
326,117.5,117.51,117.49,117.49,8359
327,117.5,117.5,117.48,117.5,8560
328,117.46,117.5,117.45,117.48,9118
329,117.38,117.47,117.37,117.47,20738
330,117.39,117.4,117.36,117.4,3514
331,117.39,117.4,117.3775,117.39,3964
332,117.37,117.4,117.37,117.39,8502
333,117.36,117.39,117.35,117.38,12024
334,117.31,117.37,117.26,117.37,34035
335,117.33,117.3399,117.305,117.31,5192
336,117.27,117.33,117.25,117.33,19604
337,117.29,117.31,117.275,117.28,21149
338,117.29,117.3,117.24,117.28,11176
339,117.26,117.31,117.26,117.3,9744
340,117.27,117.275,117.26,117.265,6985
341,117.29,117.305,117.25,117.2789,15603
342,117.33,117.35,117.295,117.295,8885
343,117.36,117.38,117.31,117.3334,13051
344,117.33,117.365,117.325,117.365,4235
345,117.39,117.39,117.33,117.3361,11111
346,117.37,117.4,117.33,117.38,13534
347,117.395,117.405,117.37,117.38,9777
348,117.38,117.405,117.38,117.395,7002
349,117.4,117.41,117.38,117.4,23412
350,117.37,117.4,117.37,117.4,12011
351,117.4,117.4,117.37,117.38,8394
352,117.3999,117.41,117.38,117.39,10807
353,117.4,117.44,117.4,117.4,18341
354,117.5,117.5,117.39,117.39,14730
355,117.48,117.51,117.48,117.502,10465
356,117.47,117.51,117.47,117.49,12516
357,117.5,117.51,117.47,117.47,9650
358,117.53,117.555,117.49,117.5,23847
359,117.52,117.54,117.5,117.54,11022
360,117.49,117.55,117.49,117.54,15593
361,117.55,117.56,117.49,117.5,9082
362,117.54,117.58,117.53,117.55,14870
363,117.56,117.6,117.54,117.54,12517
364,117.58,117.59,117.56,117.56,7621
365,117.59,117.59,117.56,117.57,8120
366,117.58,117.6,117.55,117.58,18943
367,117.585,117.59,117.57,117.58,10339
368,117.54,117.61,117.525,117.59,28181
369,117.52,117.55,117.51,117.54,9466
370,117.48,117.525,117.47,117.525,20275
371,117.56,117.58,117.49,117.49,19978
372,117.6,117.62,117.55,117.56,11969
373,117.69,117.7,117.59,117.595,15422
374,117.68,117.75,117.68,117.6963,18303
375,117.74,117.76,117.68,117.7,16719
376,117.71,117.74,117.6935,117.74,16675
377,117.68,117.73,117.68,117.72,11404
378,117.57,117.68,117.57,117.67,7217
379,117.58,117.58,117.54,117.57,20249
380,117.55,117.58,117.54,117.58,9935
381,117.61,117.61,117.54,117.54,22255
382,117.6,117.6101,117.59,117.6,18492
383,117.51,117.59,117.5,117.59,34907
384,117.502,117.52,117.47,117.517,33055
385,117.515,117.55,117.5,117.5,34607
386,117.55,117.56,117.5,117.515,33076
387,117.52,117.55,117.45,117.55,49061
388,117.57,117.58,117.52,117.525,22462
389,117.62,117.62,117.56,117.57,47244
390,117.63,117.66,117.54,117.61,67532
a1456237860,117.35,117.35,117.1808,117.35,116672
1,117.35,117.4,117.33,117.35,46873
2,117.23,117.374,117.17,117.35,17342
3,117.26,117.26,117.22,117.2415,3712
4,117.3,117.39,117.22,117.23,43813
5,117.46,117.46,117.3,117.3,22302
6,117.58,117.6401,117.42,117.46,23313
7,117.55,117.62,117.53,117.59,13941
8,117.55,117.55,117.41,117.54,27295
9,117.46,117.54,117.37,117.54,12690
10,117.56,117.56,117.43,117.47,8360
11,117.54,117.61,117.51,117.54,7241
12,117.53,117.64,117.48,117.5,11522
13,117.58,117.63,117.53,117.53,7456
14,117.535,117.6,117.47,117.6,6951
15,117.67,117.72,117.49,117.54,9356
16,117.75,117.75,117.61,117.66,9155
17,117.81,117.84,117.68,117.75,13389
18,117.87,117.895,117.75,117.81,12194
19,117.89,117.91,117.8101,117.87,7923
20,117.96,118,117.88,117.9,8685
21,118.0099,118.03,117.96,117.96,13135
22,118.03,118.03,117.95,118.01,9239
23,118.01,118.0101,117.98,118.01,3112
24,118.05,118.05,118.01,118.01,5022
25,118.08,118.11,118.04,118.05,10106
26,118.06,118.112,118.03,118.08,7085
27,118.09,118.15,118.04,118.06,9068
28,118.06,118.13,118.06,118.09,8488
29,118.05,118.08,118.04,118.06,4980
30,117.97,118.07,117.97,118.04,9353
31,117.89,118.0032,117.89,118,7129
32,117.93,117.94,117.88,117.89,5187
33,117.9,117.95,117.88,117.95,3742
34,117.89,117.9135,117.85,117.87,10094
35,117.96,117.96,117.91,117.91,7471
36,117.86,117.97,117.84,117.97,10124
37,117.89,117.9,117.85,117.9,3531
38,117.77,117.9,117.76,117.88,13376
39,117.79,117.8,117.75,117.77,5648
40,117.75,117.8,117.73,117.79,16303
41,117.79,117.79,117.75,117.75,6194
42,117.76,117.8,117.74,117.8,4200
43,117.68,117.78,117.64,117.78,16041
44,117.663,117.73,117.66,117.7,12158
45,117.645,117.68,117.64,117.65,10731
46,117.71,117.719,117.6,117.63,19171
47,117.53,117.72,117.48,117.72,50425
48,117.57,117.575,117.5,117.5208,36869
49,117.5,117.57,117.49,117.57,16900
50,117.5,117.51,117.4546,117.5,24664
51,117.485,117.51,117.46,117.5,7752
52,117.4,117.49,117.385,117.485,14943
53,117.37,117.42,117.3,117.41,19598
54,117.33,117.39,117.33,117.37,13153
55,117.35,117.36,117.32,117.35,16961
56,117.4,117.41,117.35,117.35,18106
57,117.34,117.4173,117.34,117.411,20132
58,117.23,117.36,117.23,117.34,12612
59,117.22,117.27,117.215,117.24,10492
60,117.26,117.27,117.23,117.26,14113
61,117.25,117.27,117.23,117.27,12817
62,117.16,117.27,117.16,117.27,9958
63,117.215,117.24,117.147,117.16,13353
64,117.26,117.26,117.22,117.25,8987
65,117.23,117.265,117.22,117.25,11931
66,117.23,117.27,117.225,117.23,13564
67,117.2108,117.24,117.1955,117.21,5380
68,117.25,117.26,117.2,117.23,7163
69,117.25,117.26,117.23,117.25,6932
70,117.31,117.31,117.23,117.24,17645
71,117.34,117.4,117.33,117.33,4654
72,117.34,117.4,117.34,117.34,7550
73,117.33,117.364,117.31,117.35,16361
74,117.35,117.37,117.31,117.33,8512
75,117.34,117.36,117.31,117.35,8723
76,117.35,117.4,117.32,117.33,18628
77,117.32,117.36,117.32,117.35,4200
78,117.26,117.34,117.242,117.31,7910
79,117.25,117.29,117.21,117.27,18047
80,117.235,117.28,117.21,117.25,13576
81,117.2365,117.26,117.21,117.23,8791
82,117.2901,117.302,117.25,117.25,4740
83,117.31,117.35,117.27,117.3035,16306
84,117.28,117.33,117.241,117.32,7681
85,117.25,117.28,117.23,117.26,7131
86,117.22,117.308,117.2,117.25,8836
87,117.23,117.25,117.2,117.24,9889
88,117.24,117.25,117.2,117.25,10772
89,117.31,117.31,117.22,117.25,7314
90,117.3,117.3,117.26,117.3,6023
91,117.3701,117.38,117.28,117.28,8925
92,117.37,117.39,117.37,117.38,2113
93,117.39,117.42,117.37,117.37,3429
94,117.4,117.4,117.35,117.39,8288
95,117.37,117.41,117.37,117.41,8755
96,117.41,117.43,117.36,117.36,7438
97,117.5298,117.53,117.41,117.415,5489
98,117.47,117.54,117.43,117.52,10226
99,117.51,117.51,117.43,117.46,6298
100,117.56,117.56,117.45,117.49,8186
101,117.5775,117.58,117.51,117.57,6822
102,117.57,117.59,117.53,117.58,5600
103,117.6075,117.63,117.53,117.55,4266
104,117.65,117.66,117.6,117.6,3640
105,117.64,117.67,117.63,117.66,2900
106,117.67,117.68,117.63,117.65,4960
107,117.69,117.73,117.69,117.69,5211
108,117.7,117.7,117.66,117.67,4735
109,117.68,117.68,117.64,117.68,4945
110,117.71,117.71,117.65,117.686,6700
111,117.75,117.75,117.69,117.6984,6443
112,117.88,117.88,117.76,117.76,5961
113,117.83,117.87,117.83,117.86,8346
114,117.895,117.907,117.83,117.83,3878
115,117.85,117.91,117.85,117.905,7694
116,117.78,117.86,117.72,117.86,11620
117,117.72,117.79,117.71,117.78,7375
118,117.7,117.7338,117.645,117.7338,8639
119,117.7,117.71,117.66,117.7,6555
120,117.66,117.74,117.66,117.71,7178
121,117.56,117.67,117.56,117.67,6144
122,117.55,117.59,117.53,117.56,4400
123,117.65,117.65,117.57,117.57,7513
124,117.63,117.67,117.61,117.66,10505
125,117.5,117.65,117.5,117.64,10869
126,117.55,117.55,117.52,117.52,8100
127,117.61,117.61,117.55,117.55,6502
128,117.61,117.66,117.59,117.615,11557
129,117.66,117.66,117.61,117.61,20177
130,117.61,117.67,117.61,117.67,7824
131,117.66,117.67,117.6187,117.6187,5334
132,117.67,117.69,117.6546,117.6546,1625
133,117.65,117.69,117.62,117.69,7155
134,117.7,117.72,117.66,117.67,11005
