TIME,CLOSE,HIGH,LOW,OPEN,VOLUME
283,6029.41,6030.67,6028.58,6030.61,0
284,6028.37,6029.54,6028.34,6029.43,0
285,6023.76,6028.4,6023.76,6028.4,0
286,6025.33,6025.33,6023.47,6023.78,0
287,6026.02,6026.28,6025.36,6025.36,0
288,6025,6026.03,6024.93,6026.02,0
289,6025.62,6025.84,6024.98,6024.99,0
290,6025.15,6025.65,6024.66,6025.59,0
291,6026.68,6026.72,6025.13,6025.16,0
292,6028.54,6029.33,6026.53,6026.67,0
293,6029.46,6029.93,6028.55,6028.56,0
294,6028.98,6029.84,6028.73,6029.46,0
295,6027.95,6029.04,6027.76,6028.98,0
296,6027.28,6028,6026.92,6028,0
297,6026.25,6027.66,6026.05,6027.27,0
298,6027.26,6027.43,6026.07,6026.37,0
299,6026.63,6027.72,6026.63,6027.28,0
300,6026.48,6026.79,6025.41,6026.63,0
301,6028.31,6028.31,6025.2,6026.44,0
302,6028.19,6028.88,6028.19,6028.33,0
303,6028.64,6028.94,6028.07,6028.15,0
304,6028.04,6028.84,6028.04,6028.69,0
305,6029.21,6029.21,6027.53,6028.03,0
306,6030.54,6030.56,6028.39,6029.11,0
307,6030.63,6031.25,6030.41,6030.58,0
308,6030.82,6031.03,6030.15,6030.67,0
309,6029.81,6031.02,6029.58,6030.82,0
310,6029.99,6030.11,6029.65,6029.8,0
311,6030.71,6030.71,6029.97,6029.97,0
312,6030.24,6031.23,6030.24,6030.78,0
313,6028.16,6030.22,6028.1,6030.22,0
314,6025.7,6028.23,6025.66,6028.12,0
315,6024.53,6025.78,6024.46,6025.67,0
316,6023.81,6024.48,6023.81,6024.43,0
317,6023.16,6023.78,6023.12,6023.77,0
318,6023.39,6023.49,6022.83,6023.17,0
319,6024.16,6024.67,6023.25,6023.43,0
320,6025.97,6026.13,6024,6024.1,0
321,6027.63,6027.65,6025.85,6025.94,0
322,6026.49,6027.65,6026.42,6027.65,0
323,6027.09,6027.14,6026.34,6026.47,0
324,6024.4,6027.05,6024.27,6027.05,0
325,6024.55,6025.04,6023.97,6024.37,0
326,6023.99,6024.71,6023.84,6024.55,0
327,6023.65,6024.4,6023.45,6024,0
328,6023.87,6024.47,6023.41,6023.68,0
329,6025.2,6025.23,6023.85,6023.85,0
330,6025.67,6025.8,6025.08,6025.18,0
331,6028.71,6028.71,6025.69,6025.69,0
332,6029.55,6030.02,6028.69,6028.69,0
333,6028.17,6029.53,6027.75,6029.53,0
334,6028.47,6028.47,6026.29,6028.15,0
335,6029.06,6029.29,6028.31,6028.42,0
336,6028.37,6029.04,6027.61,6029.04,0
337,6029.13,6029.58,6028.33,6028.42,0
338,6028.97,6029.51,6028.96,6029.09,0
339,6030.13,6030.27,6028.01,6029.02,0
340,6031.32,6031.35,6029.87,6030.11,0
341,6031.99,6032.24,6031.29,6031.32,0
342,6032.95,6033.13,6031.72,6031.91,0
343,6033.83,6034.07,6032.94,6032.95,0
344,6036.46,6036.46,6033.8,6033.81,0
345,6036.8,6036.8,6036.19,6036.51,0
346,6038.08,6038.08,6036.49,6036.83,0
347,6039.51,6039.98,6037.5,6038.1,0
348,6038.37,6039.56,6038.11,6039.54,0
349,6038.47,6039.11,6038.3,6038.37,0
350,6039.88,6039.89,6038.37,6038.5,0
351,6041.59,6041.88,6039.88,6039.9,0
352,6042.01,6042.41,6041.6,6041.6,0
353,6040.5,6042.5,6040.36,6042.06,0
354,6042.13,6042.58,6040.43,6040.48,0
355,6042.68,6042.94,6041.75,6042.04,0
356,6043.51,6043.67,6042.5,6042.68,0
357,6041.45,6043.48,6041.45,6043.48,0
358,6044.52,6044.96,6041.25,6041.49,0
359,6044.16,6044.86,6044.07,6044.49,0
360,6043.87,6044.31,6043.41,6044.14,0
361,6042.66,6043.89,6042.4,6043.85,0
362,6040.36,6042.76,6040.19,6042.66,0
363,6039.18,6040.91,6039.09,6040.38,0
364,6039.86,6040.36,6039.19,6039.21,0
365,6038.54,6039.83,6038.38,6039.83,0
366,6038.51,6038.61,6037.74,6038.56,0
367,6039.54,6039.83,6038.49,6038.49,0
368,6038.88,6039.6,6038.04,6039.57,0
369,6038.56,6039.12,6038.2,6038.85,0
370,6039.63,6039.63,6038.55,6038.57,0
371,6039.65,6039.9,6039.39,6039.55,0
372,6036.84,6039.63,6036.82,6039.63,0
373,6036.4,6037.28,6036.12,6036.83,0
374,6035.08,6036.39,6035.08,6036.39,0
375,6033.74,6035.17,6033.58,6035.1,0
376,6035.37,6035.37,6033.32,6033.72,0
377,6036.65,6036.82,6035.32,6035.32,0
378,6036.36,6037.34,6036.16,6036.62,0
379,6037.61,6037.7,6036.32,6036.35,0
380,6037.39,6037.76,6037.18,6037.63,0
381,6035.92,6038.11,6035.9,6037.38,0
382,6036.37,6036.37,6034.66,6035.91,0
383,6037.04,6037.09,6035.47,6036.37,0
384,6038.2,6038.27,6037.03,6037.05,0
385,6037.27,6038.46,6037.18,6038.23,0
386,6036.12,6037.49,6036.12,6037.27,0
387,6035.96,6036.35,6035.44,6036.14,0
388,6035.51,6036.23,6034.48,6035.97,0
389,6033,6035.57,6032.75,6035.47,0
390,6031.08,6033.04,6031.07,6032.99,0
391,6037.6,6038.06,6030.76,6031.04,0
392,6037.8,6040,6037.61,6037.61,0
393,6038.68,6038.83,6036.8,6037.81,0
394,6038.74,6039.8,6038.51,6038.69,0
395,6042.13,6042.26,6038.65,6038.8,0
396,6048.04,6048.1,6042.11,6042.12,0
397,6048.46,6048.77,6047.15,6048.09,0
398,6049.62,6050.2,6048.22,6048.44,0
399,6049.08,6050.42,6049.08,6049.57,0
400,6050.54,6050.63,6049.05,6049.09,0
401,6051.29,6051.56,6049.83,6050.56,0
402,6052.95,6052.95,6050.39,6051.36,0
403,6054.83,6055.08,6052.95,6053.04,0
404,6055.32,6055.42,6054.09,6054.84,0
405,6054.43,6055.59,6054.43,6055.33,0
406,6054.84,6056.32,6054.28,6054.44,0
407,6058.2,6058.34,6054.2,6054.86,0
408,6062.88,6062.92,6057.66,6058.18,0
409,6061.28,6064.39,6061.23,6062.87,0
410,6060.75,6061.33,6060.46,6061.24,0
411,6059.4,6063.2,6059.31,6060.75,0
412,6058.09,6061.47,6057.43,6059.38,0
413,6055.88,6058.09,6055.85,6058.09,0
414,6057.78,6058.77,6054.97,6055.87,0
415,6056.02,6058.62,6054.84,6057.78,0
416,6056.24,6056.69,6055.29,6056.05,0
417,6058.4,6060.21,6056.09,6056.26,0
418,6059.99,6060.03,6057.25,6058.42,0
419,6057.64,6060.09,6057.27,6060.01,0
420,6060.52,6061.16,6057.63,6057.63,0
421,6060.7,6062.83,6060.46,6060.53,0
422,6065.17,6065.61,6059.88,6060.67,0
423,6064.31,6065.81,6064.25,6065.14,0
424,6061.08,6064.28,6060.72,6064.24,0
425,6062.07,6062.91,6060.84,6061.07,0
426,6062.33,6062.83,6062.05,6062.07,0
427,6058.47,6062.29,6058.36,6062.29,0
428,6056.46,6058.46,6055.64,6058.46,0
429,6058.72,6058.72,6056.2,6056.49,0
430,6055.07,6058.88,6054.79,6058.73,0
431,6055.86,6056.6,6055.07,6055.07,0
432,6055.7,6056.55,6055.58,6055.85,0
433,6056.09,6056.61,6054.51,6055.71,0
434,6055.41,6056.72,6054.75,6056.08,0
435,6056,6056.36,6055.36,6055.37,0
436,6054.13,6055.98,6053.34,6055.98,0
437,6052.97,6054.18,6051.55,6054.14,0
438,6050.17,6053.45,6049.72,6052.93,0
439,6053.21,6053.52,6050.1,6050.25,0
440,6053.36,6054.39,6053.19,6053.23,0
441,6054.01,6054.5,6053.29,6053.29,0
442,6053.47,6054.33,6052.72,6054.02,0
443,6051.45,6053.9,6051.45,6053.49,0
444,6051.76,6052.72,6051.31,6051.4,0
445,6050.14,6051.99,6050.14,6051.74,0
446,6048.34,6050.31,6047.33,6050.14,0
447,6050.55,6051.16,6048.35,6048.35,0
448,6049.35,6050.66,6048.84,6050.57,0
449,6050.79,6051.27,6048.94,6049.33,0
450,6050.01,6050.81,6049.25,6050.74,0
451,6051.2,6051.98,6049.99,6050.03,0
452,6051.47,6051.78,6050.96,6051.19,0
453,6051.92,6052,6050.89,6051.42,0
454,6052.6,6053.1,6051.89,6051.93,0
455,6051.42,6053.77,6051.42,6052.55,0
456,6049.73,6051.43,6049.15,6051.41,0
457,6048.29,6050.76,6047.77,6049.74,0
458,6049.51,6049.58,6048.29,6048.3,0
459,6049.58,6049.87,6048.27,6049.47,0
460,6048.98,6049.64,6048.74,6049.57,0
461,6047,6049.16,6046.57,6049.06,0
462,6047.74,6048.27,6046.87,6046.97,0
463,6048.03,6048.06,6045.71,6047.74,0
464,6046.37,6048.08,6045.99,6048.03,0
465,6046.21,6047.21,6044.68,6046.34,0
466,6046.68,6048.36,6045.94,6046.2,0
467,6047,6047.84,6046.32,6046.69,0
468,6047.97,6048.6,6046.75,6046.98,0
469,6047.47,6048.04,6046.6,6047.98,0
470,6045.19,6048.15,6044.99,6047.48,0
471,6045.06,6046.52,6044.96,6045.24,0
472,6046.22,6046.22,6044.83,6045.06,0
473,6044.02,6046.46,6044.02,6046.21,0
474,6040.22,6044.02,6040.22,6044.02,0
475,6040.91,6040.91,6039.51,6040.23,0
476,6041.38,6041.48,6039.88,6040.83,0
477,6040.23,6041.55,6039.81,6041.43,0
478,6039.32,6040.33,6039.17,6040.21,0
479,6038.11,6039.37,6037.38,6039.37,0
480,6041.49,6041.62,6037.64,6038.09,0
481,6038.48,6043.31,6038.48,6041.5,0
482,6038.14,6038.55,6037.15,6038.49,0
483,6042.42,6042.92,6037.71,6038.13,0
484,6038.68,6042.44,6038.52,6042.43,0
485,6039.39,6040.64,6038.09,6038.6,0
486,6036.18,6039.79,6036.08,6039.37,0
487,6038.68,6039.3,6036.13,6036.15,0
488,6042.05,6042.16,6038.57,6038.6,0
489,6040.58,6042.1,6040.44,6042.08,0
490,6044.84,6044.96,6040.51,6040.56,0
491,6043.56,6045.22,6042.76,6044.84,0
492,6044.62,6044.81,6043.47,6043.57,0
493,6044.72,6044.92,6044.07,6044.59,0
494,6043.46,6045.03,6043.46,6044.74,0
495,6043.7,6044.88,6043.03,6043.5,0
496,6041.95,6044.27,6041.86,6043.71,0
497,6040.87,6042.08,6039.55,6041.97,0
498,6039.72,6040.88,6038.18,6040.88,0
499,6041.87,6041.99,6039.35,6039.7,0
500,6040.76,6042.18,6040.73,6041.88,0
501,6039.15,6041.11,6038.86,6040.72,0
502,6037.26,6039.68,6037.21,6039.13,0
503,6035.85,6038.3,6034.87,6037.27,0
504,6034.73,6036.05,6034.73,6035.85,0
505,6034.09,6034.83,6033.95,6034.73,0
506,6037.04,6037.11,6034.02,6034.07,0
507,6037.3,6037.68,6036.88,6037.13,0
508,6040.22,6040.25,6036.78,6037.23,0
509,6043.23,6043.71,6040.11,6040.23,0
510,6038.45,6043.33,6038.29,6043.26,0
a1456214400,6037.73,6037.73,6037.73,6037.73,0
1,6000.1,6037.37,5999.86,6037.37,0
2,6002,6002.22,5997.96,6000.02,0
3,5997.64,6002.24,5997.23,6002,0
4,5997.58,5998.61,5996.8,5997.7,0
5,5998.77,6000.45,5997.56,5997.65,0
6,5988.68,5998.76,5987.64,5998.61,0
7,5991.43,5991.43,5987.89,5988.52,0
8,5989.19,5991.56,5988.2,5991.45,0
9,5991.82,5992.42,5989.19,5989.23,0
10,5990.37,5996.88,5990.29,5991.82,0
11,5988.71,5990.8,5987.33,5990.43,0
12,5987.65,5989.47,5987.48,5988.69,0
13,5991.59,5992.6,5987.43,5987.59,0
14,5988.56,5991.98,5988.56,5991.63,0
15,5990.45,5991.97,5988.55,5988.67,0
16,5985.91,5990.38,5985.78,5990.38,0
17,5988.87,5990.58,5985.75,5985.75,0
18,5984.82,5988.73,5984.77,5988.67,0
19,5981,5986.51,5981,5985,0
20,5982.29,5985.6,5980.15,5981.02,0
21,5980.88,5982.58,5978.95,5982.39,0
22,5981.98,5982.92,5979.57,5980.88,0
23,5988.14,5988.44,5981.89,5981.96,0
24,5988.14,5988.25,5986.57,5988.15,0
25,5988.38,5990.54,5988.1,5988.18,0
26,5988.4,5990.06,5987.93,5988.39,0
27,5986.37,5990.01,5986.32,5988.44,0
28,5983.71,5987.69,5983.17,5986.36,0
29,5984.88,5987.8,5983.45,5983.69,0
30,5988.45,5988.71,5984.73,5984.9,0
31,5996.38,5996.42,5988.4,5988.43,0
32,5994.6,5996.4,5994.12,5996.33,0
33,5996.2,5997,5994.48,5994.61,0
34,5999.53,6000.22,5996.18,5996.2,0
35,6001.97,6001.97,5998.11,5999.5,0
36,6000.53,6002.23,6000.05,6001.98,0
37,6001.87,6002.51,6000.44,6000.54,0
38,5999.97,6003.02,5999.87,6001.88,0
39,5998.09,6001.36,5997.87,5999.85,0
40,5997.94,5998.41,5996.95,5998.05,0
41,5999,5999.26,5997.74,5997.98,0
42,6002.16,6002.94,5998.98,5999,0
43,6003.53,6003.54,6001.21,6002.15,0
44,5999.13,6003.62,5999.13,6003.53,0
45,5999.06,5999.83,5998.3,5999.06,0
46,6000.14,6000.37,5998.89,5999.03,0
47,5999.51,6000.6,5999.45,6000.11,0
48,5999.04,5999.91,5997.93,5999.5,0
49,6000.75,6000.75,5999.04,5999.04,0
50,6005.23,6005.23,6000.56,6000.56,0
51,6012.28,6012.28,6005.23,6005.25,0
52,6013.19,6014.35,6012.26,6012.26,0
53,6012.07,6013.25,6010.29,6013.18,0
54,6013.15,6013.3,6011.43,6012.04,0
55,6016.69,6017.2,6013.13,6013.16,0
56,6017.74,6019.32,6016.63,6016.69,0
57,6017.23,6018.12,6017.23,6017.78,0
58,6015.51,6017.91,6015.51,6017.22,0
59,6015.14,6015.81,6014.82,6015.5,0
60,6013.96,6017.32,6013.96,6015.11,0
61,6016.9,6016.95,6013.57,6013.93,0
62,6013.45,6017.29,6013.38,6016.91,0
63,6011.19,6013.74,6011.19,6013.46,0
64,6009.7,6011.2,6009.45,6011.2,0
65,6008.1,6009.77,6006.95,6009.72,0
66,6008.75,6010.24,6007.88,6008.11,0
67,6009.88,6011.08,6008.58,6008.71,0
68,6010.85,6010.92,6008.78,6009.91,0
69,6016.6,6016.83,6010.77,6010.83,0
70,6018.68,6019.34,6016.32,6016.52,0
71,6019.36,6020.24,6018.37,6018.64,0
