EXCHANGE%3DNASDAQ
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=60
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
151,700.2676,700.2676,700.02,700.08,1400
152,700.43,700.76,700.1352,700.1352,1400
153,700.615,700.702,700.57,700.61,1100
154,700.35,700.41,699.5,700.38,6697
155,699.63,700.4931,699.63,700.4931,1296
156,699.88,700.11,699.635,700.1,6393
157,700.04,700.1,699.86,699.86,1219
158,700.1,700.1,700.1,700.1,100
159,700.71,700.71,700.23,700.43,2924
160,700.89,700.89,700.71,700.71,700
161,700.7,700.94,700.7,700.9,1113
162,700.67,700.88,700.61,700.61,1880
163,701.4,701.4,701,701,1200
164,701.7721,701.7721,701.45,701.52,923
165,701.25,701.85,701.25,701.85,1100
166,701.2375,701.3416,701.208,701.3416,500
167,700.71,701.0494,700.71,701.0494,2300
168,701.092,701.1899,700.71,700.71,1200
169,699.88,700.73,699.88,700.73,2797
170,700.2818,700.45,699.91,700.25,1500
171,700.61,700.83,700.42,700.83,1278
172,700.57,700.73,700.57,700.72,1500
173,699.98,700.45,699.8724,700.45,1400
174,700.6855,700.6855,700.6855,700.6855,100
175,700.1601,700.3543,700.1601,700.1986,440
176,700.76,700.84,700.165,700.165,650
177,700.86,700.86,700.5,700.5,528
178,701.55,701.79,701.3,701.47,3056
179,701.21,701.41,701.21,701.41,300
180,701.3178,701.3178,701.16,701.21,300
181,701.17,701.23,700.95,700.98,1300
182,701.095,701.28,700.94,701.28,3878
184,701.21,701.31,701.21,701.21,400
185,701.33,701.33,700.98,701.03,500
186,701.28,701.54,701.28,701.355,800
187,701.02,701.9899,701.02,701.7,1100
188,701.12,701.15,701.115,701.115,400
189,701.31,701.31,701.12,701.12,700
190,701.38,701.38,701.24,701.24,200
191,701.8755,701.8755,701.4727,701.51,600
192,701.85,701.9799,701.61,701.9799,751
193,701.5463,701.99,701.5463,701.84,3203
194,702.3899,702.62,702,702,6871
195,702.295,702.295,702.22,702.26,1200
196,702.05,702.326,701.8902,702.326,1801
197,700.7627,701.8301,700.7627,701.8301,1648
198,701.59,701.65,701.44,701.44,700
199,701.89,701.91,701.605,701.605,700
200,701.4575,701.63,701.4575,701.63,800
201,701.4108,701.4108,701.4108,701.4108,100
202,701.3911,701.76,701.3911,701.63,500
204,702,702,701.9999,701.9999,200
205,701.72,701.72,701.56,701.62,900
206,700.51,701.41,700.45,701.39,1780
208,701.443,701.59,701.23,701.49,1604
209,701.4,701.488,701.4,701.488,900
210,701.093,701.093,701.093,701.093,100
212,701.16,701.36,701.16,701.3,1078
214,701.21,701.21,700.6,701.02,1900
215,701.13,701.13,700.6801,700.6801,340
216,700.6,701.13,700.6,701.13,400
217,701.3857,701.3857,701,701,700
218,700.861,701,700.861,701,550
219,700.6,701.35,700.6,701.35,4800
220,700.5499,700.85,700.45,700.85,450
221,700.35,700.5175,700.25,700.26,1400
222,700.8574,700.8574,700.8574,700.8574,100
223,701.1,701.4,700.76,700.85,3358
224,701.295,701.43,701.24,701.43,1600
225,700.2,700.95,700.2,700.95,900
226,700.65,700.65,700.25,700.25,800
227,700.38,700.53,700.38,700.53,1000
229,700.73,700.73,700.71,700.71,300
230,700.74,700.74,700.5001,700.5001,300
231,700.785,700.785,700.51,700.51,250
233,700.9184,700.9184,700.9184,700.9184,109
234,700.97,701.01,700.75,700.75,800
235,700.811,700.99,700.811,700.99,840
236,701.34,701.4,701.08,701.22,800
237,701.4,701.75,701.4,701.53,3500
238,701.06,701.35,701.06,701.2173,1800
239,701.08,701.246,701.07,701.21,1450
240,701.4,701.52,701.2,701.2,2300
241,701.35,701.786,701.35,701.59,1100
243,701.5,701.5,701.5,701.5,300
244,701.5,701.77,701.5,701.77,500
245,701.635,701.82,701.635,701.82,300
246,701.5699,701.7363,701.5699,701.7363,200
247,701.18,701.18,701.08,701.17,1300
249,701.17,701.32,701.17,701.32,400
250,701.175,701.175,701.175,701.175,100
251,701.25,701.25,701.22,701.22,500
252,701.7599,701.7599,701.7599,701.7599,112
253,701.53,701.71,701.53,701.71,200
254,701.5516,701.5516,701.5516,701.5516,100
255,700.41,701.44,700.41,701.26,1669
256,700.82,700.82,700.5401,700.61,2000
257,700.99,701.195,700.99,701.195,400
258,700.85,701.17,700.82,701.17,1501
259,701.16,701.16,700.95,700.95,500
260,701.11,701.12,701.11,701.12,205
261,701.36,701.36,700.805,700.805,700
262,701.0915,701.0915,701.02,701.02,240
263,701.38,701.6,701.36,701.36,1400
264,701.3,701.38,701.3,701.38,500
265,701.59,701.59,701.11,701.21,1200
266,701.405,701.405,701.405,701.405,175
267,701.26,701.44,701.09,701.44,1678
268,701.42,701.53,701.42,701.53,600
269,702.192,702.192,701.573,701.573,3493
270,702.5,702.5,702.19,702.2,4600
271,702.26,702.46,702.24,702.46,900
272,701.97,702.1774,701.97,702.1774,362
273,701.5,701.65,701.48,701.65,500
276,701.24,701.34,701.24,701.29,1300
277,702.22,702.4,701.85,701.85,4290
278,702.04,702.06,701.9,701.94,2026
279,702.2169,702.23,701.88,701.88,1046
280,701.955,701.955,701.65,701.65,600
281,701.74,702.03,701.74,702.03,600
282,701.93,702.01,701.77,701.97,1200
283,701.31,702.12,701.31,701.95,2753
284,701.5066,701.5066,701.072,701.072,400
285,701.55,701.65,701.55,701.57,700
286,701.4745,701.4745,701.4745,701.4745,101
287,700.7,701.45,700.7,701.39,1885
288,700.915,701.0486,700.7301,700.7781,2981
289,701.15,701.23,700.95,700.95,1320
290,701.41,701.41,701.3,701.3,400
291,701.46,701.53,701.4139,701.47,560
292,701.28,701.67,701.28,701.6,3450
293,701.56,701.702,701.45,701.5,900
294,702.2499,702.2499,701.75,701.75,1025
295,702.0414,702.12,701.99,702.1,1255
296,702.1325,702.23,702,702.115,714
297,701.74,702.085,701.74,702.02,4197
298,702.07,702.07,701.88,701.88,200
299,701.45,702.05,701.45,702.04,720
300,701.19,701.43,701.14,701.43,1100
301,700.88,701.69,700.88,701.16,3832
302,701.08,701.08,701.08,701.08,100
304,701.8,701.99,701.63,701.63,1700
305,701.79,701.92,701.61,701.62,2700
306,700.82,701.745,700.82,701.69,1900
307,700.47,700.66,700.47,700.66,700
308,701.1399,701.1399,700.62,700.62,600
311,701.1644,701.1644,701.1437,701.1437,419
312,701.85,701.85,701.73,701.84,370
313,701.7,701.7,701.5596,701.665,600
314,701.4383,701.4383,701.4383,701.4383,565
315,701.84,701.84,701.84,701.84,300
316,701.48,702,701.2601,702,4200
317,700.61,701.28,700.6,701.28,3805
318,700.67,700.89,700.67,700.89,200
319,701.1,701.1,701.05,701.05,300
320,701,701.2693,700.7057,700.7057,725
321,700.99,700.99,700.99,700.99,100
322,700.12,700.71,700.05,700.71,2400
323,699.995,700.28,699.95,700.28,2648
324,699.0001,699.812,699.0001,699.8,5404
325,699.2013,699.47,699.1375,699.47,1100
326,699.18,699.79,699.18,699.31,1900
327,699.24,699.34,699.02,699.02,1200
328,699.425,699.61,699.12,699.12,1100
329,700.261,700.261,699.53,699.53,2200
330,699.2682,699.98,699.2682,699.98,2107
331,698.96,699.73,698.96,699.54,2603
332,699.559,699.559,699.055,699.34,1400
333,699.77,700.2199,699.77,699.92,2400
334,700.075,700.09,699.57,699.77,1800
335,699.98,700.05,699.98,700.05,400
336,700.21,700.52,699.72,699.76,2400
337,700.32,700.875,700.24,700.24,1496
338,700.78,700.78,700.416,700.57,979
339,700.31,700.602,700.31,700.47,920
340,700.67,700.67,700.17,700.31,1582
341,700,700.45,700,700.29,1700
342,700.5,700.72,700.2,700.2,1300
343,700.21,700.9989,700.195,700.4899,2600
344,700.02,700.312,700,700,553
345,700.5601,700.88,700.19,700.19,2600
346,700.56,700.85,700.56,700.62,1300
347,700.14,700.52,700.14,700.16,1400
348,700.11,700.27,700.11,700.18,2700
349,699.46,700,699.09,700,3000
350,700.035,700.16,699.874,699.874,700
351,700.55,700.62,699.99,699.99,1000
352,700.43,700.43,700.2711,700.2711,500
353,700.27,700.27,700.11,700.11,1400
354,699.99,700.439,699.79,700.439,1280
355,700.2,700.22,699.91,699.91,1400
356,700.43,700.58,700.12,700.25,3000
357,700.35,700.35,700.005,700.25,1625
358,700.7014,700.965,700.35,700.36,1942
359,700.7492,701,700.68,700.97,5552
360,701.44,701.47,700.81,700.81,9756
361,700.96,701.33,700.68,701.1,4000
362,700.865,701.325,700.865,701.24,2945
363,701.09,701.24,700.38,700.8,3158
364,700.84,701.19,700.84,701.19,1100
365,700.92,701.25,700.6701,700.93,3109
366,701.2,701.2,700.9,700.95,1558
367,700.79,701.3,700.79,701.154,3209
368,700.95,701.23,700.8,700.8,3286
369,701.12,701.26,700.92,701.0533,5368
370,701.24,701.31,701.15,701.2299,1726
371,701.25,701.4,700.9,700.98,5003
372,701.3,701.36,701.03,701.28,4646
373,700.99,701.28,700.92,701.28,1300
374,700.98,701.2,700.73,701.12,5929
375,700.9,701.05,700.75,700.81,3300
376,700.99,701.05,700.75,700.79,1900
377,700.8955,701.05,700.79,701,2212
378,700.755,701.05,700.74,700.8532,3364
379,700.536,700.84,700.4407,700.84,2200
380,700.59,700.85,700.21,700.76,4246
381,700.5,701.05,700.36,700.36,2450
382,701.05,701.268,700.6353,700.66,4299
383,700.74,701.01,700.69,700.99,2800
384,700.58,700.998,700.5,700.71,3295
385,700.91,700.91,700.6,700.63,1250
386,700.975,701.09,700.46,700.55,8638
387,700.39,700.6915,700.07,700.69,5217
388,700.57,700.62,700.05,700.05,5729
389,700.33,700.61,700.05,700.33,9616
390,700.91,700.96,700.03,700.23,75723
a1456151400,707.98,707.98,707.45,707.45,21390
1,702.65,707.9799,702.55,707.53,22793
2,704.7,705.507,702.51,702.71,13199
3,706.11,706.84,704.46,705.55,7165
4,705.01,706.524,704.71,705.6204,12410
5,704.815,705.275,704.1,704.6583,3600
6,706.41,706.81,705.06,705.264,4648
7,706.8,707.43,706.67,706.99,7548
8,706.64,707.25,706.57,706.8,6233
9,706.0252,707.005,706.0252,706.5211,6665
10,706.33,706.56,705.02,706.343,5393
11,705.395,706.33,705.25,706.23,5110
12,705.6199,705.88,704.49,705.88,6510
13,705.73,706,705.455,705.455,2443
14,706.25,706.25,705.575,705.685,3335
15,706.33,706.57,705.92,706.13,1600
16,705.8199,706.67,705.35,706.23,5695
17,705.17,706.11,705.14,705.96,2900
18,705.17,705.32,704.41,705.32,4225
19,706.19,706.31,705.291,705.67,5532
20,706.61,706.61,705.06,706.04,3950
21,706,707.25,706,706.302,3089
22,706.57,707,706.325,706.3577,3251
23,706.33,706.8899,706.27,706.5,2682
24,706.32,706.5903,706.07,706.32,2681
25,706.7216,707,706.07,706.785,3535
26,706,706.65,705.8,706.48,7388
27,705.66,706.55,705.5,706.55,2316
28,705.66,705.905,705.26,705.5222,2446
29,705.3,705.5,705.2,705.5,1938
30,706.13,706.25,704.91,705.36,5095
31,705.8,706.25,704.27,705.74,8121
32,705.754,706.3583,705.2809,705.46,8506
33,706.5,706.5,705.8345,705.8345,2218
34,707.12,707.12,706.3004,706.5,5592
35,707.66,707.66,707.01,707.25,10303
36,707.765,707.89,707.53,707.66,3365
37,707.54,707.79,707.2925,707.58,6300
38,707.615,707.87,707.44,707.54,4277
39,708.22,708.3625,707.535,707.74,10877
40,707.63,708.28,707.48,708.2,4150
41,707.9,708.34,707.608,707.91,4718
42,707.6232,708.1,707.25,707.9,4048
43,707.93,708.185,707.1301,707.1301,4648
44,707.9,708.3,707.9,708.01,2225
45,708.02,708.04,707.6306,708.035,1300
46,708.3,708.3,707.89,707.9,700
47,707.67,707.9575,707.15,707.9575,5700
48,707.32,707.92,707.32,707.49,2300
49,707.8699,707.8699,707.43,707.44,1650
50,707.68,708.2039,707.67,707.87,3221
51,708.24,708.24,707.78,708.02,6631
52,708.2,708.3,708.01,708.1,2500
53,707.96,708.2,707.94,708.17,1400
54,707.79,708.3,707.79,708,6837
55,707.41,708,707.37,707.9,3736
56,707.13,707.18,707.1208,707.16,844
57,707.31,707.71,707.1261,707.1261,1946
58,707.47,707.88,707.1101,707.71,15629
59,705.74,707.3999,705.74,707.35,8528
60,705.9,706.11,705.75,705.8,8459
61,706,706.67,705.91,705.97,5904
62,706.385,706.63,705.95,706.07,2437
63,706.31,706.6345,706.24,706.25,5000
64,707.135,707.135,706.42,706.42,3200
65,706,707.13,706,707.08,1700
66,705.94,706.415,705.89,706.01,1130
67,706.05,706.3,705.84,706,3369
68,706.57,706.57,705.8,706.15,4815
69,706.83,707,706.4,706.9599,1543
70,706.57,706.9653,706.57,706.9653,2100
71,706.63,706.75,706.21,706.7473,1400
72,706.99,707.36,706.7301,706.7301,2432
73,706.14,707.025,706.14,707.025,1520
74,705.77,706.14,705.75,706.14,1710
75,705.71,706.4356,705.33,706,3550
76,705.75,706.48,705.75,705.91,1600
77,705.57,705.87,705.37,705.87,1350
78,705.59,705.75,705.36,705.36,1500
79,706.14,706.455,705.45,705.5,3352
80,705.64,706.4899,705.64,706.4899,1900
81,705.35,706.25,705.35,705.84,4085
82,705.8,705.8,705.2,705.36,900
83,705.81,706,705.21,705.78,1633
84,704.16,705.853,704.08,705.76,11018
85,704.5475,705,703.83,704.17,5037
86,703.9277,704.22,703.68,703.95,2600
87,703.9852,703.9852,703.9852,703.9852,100
88,704.2,704.31,703.83,704.045,2500
89,704.19,704.468,703.86,704.468,2425
90,704.9799,704.98,704.0801,704.0801,1712
91,704.9,704.995,704.785,704.84,1286
92,704.41,704.49,704.41,704.49,200
93,705.08,705.33,704.5156,704.5156,2160
94,705.15,705.32,705.11,705.32,800
95,705.69,705.96,705.24,705.55,1400
96,705.26,705.96,705.22,705.96,2000
97,705.2516,705.2516,705.12,705.13,800
98,706.08,706.14,705.08,705.09,1975
99,706.47,706.49,706.17,706.49,1919
100,707.1591,707.19,706.46,706.47,2126
101,707.38,707.59,707,707,2814
102,707.97,708.24,707.183,707.28,8771
103,708.135,708.28,707.97,707.97,2526
104,708.24,708.24,707.97,708.08,5438
105,708.15,708.2724,707.97,708.25,3700
106,708.0024,708.17,707.95,707.97,7207
107,708.1,708.37,707.97,708.15,3230
108,708.78,708.81,708.0906,708.22,5815
109,709.28,709.33,708.62,708.74,8443
110,709.54,709.66,709.19,709.2101,8025
111,709.355,709.5399,709.18,709.4,3370
112,710.45,710.45,709.39,709.54,11258
113,710.76,711.4466,710.35,710.45,8558
114,710.27,710.805,710.27,710.56,3346
115,709.67,710.1233,709.67,709.77,2225
116,709.71,710.21,709.52,709.67,9965
117,710,710.04,709.7958,710.033,1569
118,710.17,710.44,710.05,710.14,2937
119,710.57,710.57,710.05,710.215,4200
120,710.216,710.87,710.135,710.57,2457
121,710.2153,710.84,710.07,710.28,3913
122,710.35,710.78,710.08,710.2126,3271
123,710,710.32,709.875,710.32,4984
124,710.14,710.26,710.01,710.21,1711
125,710.15,710.5,710.1001,710.1001,1466
126,710.19,710.72,710.16,710.45,4168
127,710.545,710.56,710.1,710.18,4700
128,710.26,710.65,710.25,710.65,4500
129,710.17,710.4945,710.03,710.4945,1698
130,710.6,710.6,710.065,710.2194,4149
131,710.01,710.64,709.94,710.39,5049
132,709.8787,710.15,709.76,709.99,3382
133,709.97,710.14,709.76,709.95,2500
134,710.45,710.45,709.96,710.05,2150
135,709.95,711,709.95,710.46,3109
136,710.32,710.96,710.07,710.2,7638
137,710.635,710.6899,710.31,710.47,3200
138,710.69,711.02,710.63,710.7,6380
139,710.4926,710.636,710.4926,710.636,628
140,710.76,711.05,710.43,710.48,4363
141,711.01,711.04,710.76,710.8035,3721
142,711.33,711.5,711.01,711.0207,3176
143,711.46,711.69,711.395,711.45,3792
144,711.385,711.69,711.2952,711.2952,3386
145,711.21,711.61,711.21,711.33,2289
146,711.555,711.64,711.19,711.31,4912
147,712.01,712.01,711.425,711.425,6635
148,712.3016,712.3016,711.96,711.97,2305
149,712.66,712.7,712.24,712.24,3265
150,713.24,713.24,712.4228,712.635,5090
151,712.5971,713.156,712.38,713.156,2803
152,712.5,712.91,712.44,712.44,5251
153,711.5,712.5,711.02,712.5,4236
154,711.251,711.8799,711.133,711.133,3901
155,711.491,711.53,711.491,711.53,1900
156,711.1,711.8,711.1,711.8,1600
157,710.96,711.1,710.65,711.1,2400
158,711.22,711.22,710.66,710.66,759
159,711.1,711.17,711,711.015,1049
161,710.11,711.1099,710,710.77,3507
162,710.41,710.41,710.034,710.11,1900
163,710.115,710.5,710.08,710.5,500
164,709.8854,710.13,709.8854,709.94,1214
165,710,710.05,709.84,709.99,2407
166,710.0624,710.0624,709.62,710.055,2060
167,709.99,710.0143,709.89,709.91,1029
168,709.64,710.08,709.6,709.72,700
169,709.64,709.69,709.64,709.69,300
170,709.83,710,709.5,709.6401,3698
171,709.785,709.785,709.785,709.785,500
172,709.75,709.75,709.52,709.52,1238
173,709.5875,709.5875,709.5875,709.5875,149
175,709.91,709.91,709.5401,709.86,1000
176,710.25,710.32,709.96,709.96,2887
177,710.17,710.47,710.17,710.25,1600
178,710.31,710.63,710.24,710.3,4000
179,710.41,710.6599,710.3753,710.6599,344
180,710.41,710.57,710.41,710.57,200
181,710.48,710.55,710.33,710.43,2100
182,710.62,710.68,710.42,710.57,2769
183,710.205,710.62,710.16,710.62,2800
184,709.98,710.25,709.98,710.2,600
185,709.17,709.47,709.17,709.47,2348
186,709.86,709.9986,709,709.0001,1618
187,710.75,710.88,709.85,709.95,4603
188,710.72,710.77,710.72,710.77,300
189,710.34,710.5,710.075,710.5,500
190,710.31,710.612,710.31,710.612,474
191,710.5,710.5,710.5,710.5,286
192,710.156,710.66,710.149,710.36,7196
193,710.27,710.67,710.26,710.48,5782
194,710.0015,710.245,710.0015,710.22,1010
195,709.5,710.34,709.5,710.1165,3324
196,709.75,710,709.5,709.6001,3000
197,709.55,709.91,709.55,709.91,300
198,709.94,710.48,709.81,710.01,2661
199,709.92,710.21,709.92,710.21,400
200,709.4745,710.1858,709.4745,710.1858,398
202,709.82,710,709.68,709.955,2310
203,710.01,710.2839,709.75,709.91,2018
204,709.7,710.1599,709.7,709.96,2148
205,710.23,710.25,709.83,709.84,5637
206,709.01,710.3339,709.01,710.21,6257
207,709.05,709.545,709.0001,709.0001,3290
208,709.3582,709.3582,709.2098,709.285,700
209,709.326,709.45,709.13,709.2,1700
210,708.84,709.31,708.76,709.31,2579
211,709.34,709.5,708.68,708.7,2000
212,709.79,709.79,709.34,709.34,1200
213,709.23,709.83,709.23,709.8,3400
214,708.8201,709.36,708.8201,709.36,1853
215,709.18,709.18,709.09,709.09,900
216,708.955,709.22,708.89,708.95,2700
217,709.19,709.4,709.19,709.29,1100
218,709.74,709.7464,709.49,709.7464,900
219,709.72,709.75,709.4,709.72,2450
220,709.241,709.241,709.241,709.241,365
221,709.68,709.68,709.63,709.63,490
222,709.96,709.96,709.83,709.88,870
223,710.1,710.275,709.8001,710,3362
224,710.3,710.3,709.88,710,1064
225,709.64,710.24,709.64,709.864,3950
226,709.63,709.81,709.62,709.6301,1600
227,709.396,709.7318,709.396,709.7318,2028
228,709.46,709.46,709.46,709.46,100
229,709.37,709.6639,709.35,709.3635,691
230,709.16,709.49,709.16,709.37,800
231,709.81,709.98,709.33,709.43,3975
232,709.7,709.74,709.16,709.74,1200
233,709.74,709.77,709.74,709.75,300
234,709.79,709.81,709.74,709.74,900
235,709.93,710,709.72,709.84,2700
236,709.75,709.96,709.625,709.67,1000
237,709.63,709.96,709.63,709.75,2165
238,709.79,709.79,709.79,709.79,200
239,709.95,709.95,709.92,709.92,200
240,710.1,710.1,709.9,709.96,2219
241,710,710.08,710,710.07,700
242,709.92,710.48,709.92,710.15,3962
243,709.4999,709.4999,709.4999,709.4999,500
244,709.332,709.94,709.332,709.615,1664
245,709.51,709.57,709.51,709.5485,544
247,709.9,709.91,709.605,709.8399,2400
248,710.11,710.38,709.73,709.735,1728
249,710.4475,710.5,710.315,710.455,1310
250,710.58,710.66,710.24,710.29,1700
251,710.4825,710.624,710.27,710.624,2100
252,710.505,710.64,710.38,710.39,1200
253,710.57,710.85,710.34,710.34,2000
254,710.4,710.6,710.4,710.4,600
255,710.68,710.8,710.535,710.535,5461
256,710.58,710.72,710.1,710.21,1700
257,710.41,710.41,710.41,710.41,100
258,710.36,710.59,710.36,710.503,1119
259,710.2987,710.32,710.14,710.32,1400
260,710.59,710.59,710.16,710.16,1140
261,710.5702,710.72,710.4,710.4,800
262,710.3,710.605,710.3,710.605,2200
263,710.225,710.585,710.225,710.585,500
264,710.1,710.19,710,710.19,2460
265,709.77,709.905,709.77,709.78,700
266,709.8323,709.8323,709.8323,709.8323,100
267,709.73,710.1,709.5,710.05,4554
268,709.46,709.64,709.46,709.64,600
269,709.37,709.82,709.37,709.816,2200
270,709.79,709.82,709.79,709.82,638
271,709.62,709.8,709.5301,709.714,1717
272,709.9,709.9,709.5,709.55,1500
273,709.53,709.85,709.52,709.85,4021
274,709.43,709.7,709.43,709.5085,2100
275,709.12,709.44,709.12,709.44,700
276,708.56,709.13,708.56,709.13,2550
277,708.31,708.58,708.08,708.58,1400
278,708,708.5,708,708.49,1136
279,707.92,708.15,707.86,708.13,1200
280,707.22,707.89,707.15,707.43,3873
281,706.977,707.56,706.94,707.4898,4154
